Order_ID,Order_Date,Category,Subcategory,Quantity,Unit_Price,Discount_%,Sales_Amount,Profit,City,Region
77,2020-07-29,Electronics,Accessories,2,589,15,1001.3,122.23,Bangalore,East
78,2018-08-16,Clothing,Women,1,2558,15,2174.3,226.54,Hyderabad,North
79,2017-01-24,Clothing,Men,2,305,20,488.0,84.27,Pune,North
80,2018-05-26,Electronics,Appliances,5,1065,0,5325.0,1094.4,Pune,East
81,2018-05-02,Grocery,Staples,2,4208,0,8416.0,2053.36,Delhi,West
82,2020-06-21,Personal Care,Skincare,1,560,0,560.0,29.53,Chennai,North
83,2017-12-09,Home & Kitchen,Furniture,5,1510,20,6040.0,1179.15,Pune,North
84,2019-01-13,Clothing,Men,1,2098,10,1888.2,198.16,Bangalore,North
85,2017-05-02,Grocery,Snacks,2,3469,5,6591.1,986.25,Ahmedabad,North
86,2019-08-22,Clothing,Kids,4,2034,15,6915.6,1121.62,Ahmedabad,South
87,2017-09-15,Grocery,Snacks,5,4031,5,19147.25,4040.24,Chennai,North
88,2018-03-16,Home & Kitchen,Cookware,2,1408,10,2534.4,172.85,Pune,East
89,2020-02-13,Grocery,Beverages,4,4687,5,17810.6,3962.37,Hyderabad,West
90,2016-07-02,Home & Kitchen,Cookware,1,2882,15,2449.7,154.94,Hyderabad,North
91,2016-07-23,Personal Care,Haircare,3,4188,10,11307.6,736.95,Mumbai,South
92,2020-03-23,Clothing,Women,4,4505,15,15317.0,1824.77,Delhi,East
93,2016-04-02,Clothing,Kids,2,4206,5,7991.4,757.34,Hyderabad,West
94,2017-06-17,Electronics,Accessories,5,573,5,2721.75,622.85,Mumbai,North
95,2019-01-01,Electronics,Mobiles,2,2346,0,4692.0,880.02,Kolkata,North
96,2016-02-17,Clothing,Kids,5,4482,5,21289.5,4761.61,Kolkata,West
97,2020-09-11,Clothing,Men,2,4173,5,7928.7,1581.73,Ahmedabad,South
98,2018-10-23,Clothing,Kids,3,1581,20,3794.4,847.83,Ahmedabad,South
99,2019-04-30,Clothing,Kids,1,4630,15,3935.5,212.57,Mumbai,West
100,2018-03-22,Electronics,Accessories,1,3646,15,3099.1,448.73,Pune,South
101,2019-03-15,Grocery,Snacks,4,4256,5,16172.8,2612.69,Kolkata,West
102,2020-04-26,Home & Kitchen,Decor,1,2710,15,2303.5,412.75,Pune,South
103,2020-10-30,Clothing,Men,1,1362,20,1089.6,76.66,Ahmedabad,North
104,2018-04-22,Home & Kitchen,Cookware,1,4904,10,4413.6,683.68,Kolkata,West
105,2016-01-06,Home & Kitchen,Decor,2,517,15,878.9,205.2,Chennai,North
106,2017-05-18,Grocery,Beverages,3,4339,10,11715.3,1925.09,Delhi,West
107,2016-11-21,Home & Kitchen,Furniture,2,1191,15,2024.7,273.51,Mumbai,East
108,2017-07-12,Grocery,Dairy,1,4799,20,3839.2,580.57,Chennai,East
109,2016-09-15,Personal Care,Hygiene,1,951,5,903.45,127.25,Hyderabad,South
110,2016-01-13,Electronics,Accessories,2,1669,0,3338.0,259.58,Mumbai,West
111,2018-06-29,Grocery,Staples,3,3727,0,11181.0,2461.45,Bangalore,East
112,2017-01-10,Electronics,Accessories,3,2685,10,7249.5,458.89,Kolkata,East
113,2020-12-07,Home & Kitchen,Furniture,1,1302,15,1106.7,91.56,Hyderabad,West
114,2019-11-03,Personal Care,Hygiene,2,2671,15,4540.7,514.19,Pune,West
115,2017-09-07,Electronics,Appliances,3,4720,0,14160.0,1365.63,Mumbai,South
116,2018-03-31,Electronics,Accessories,3,3160,10,8532.0,1162.96,Delhi,South
117,2020-01-11,Clothing,Women,4,2085,10,7506.0,1559.14,Ahmedabad,West
118,2018-09-23,Grocery,Snacks,3,1000,0,3000.0,170.12,Ahmedabad,North
119,2020-07-16,Electronics,Mobiles,2,2962,20,4739.2,341.82,Bangalore,West
120,2019-03-26,Home & Kitchen,Decor,5,3278,15,13931.5,2708.99,Pune,South
121,2019-08-08,Clothing,Kids,2,1884,10,3391.2,404.02,Delhi,North
122,2019-03-03,Electronics,Accessories,2,2399,10,4318.2,348.35,Hyderabad,East
123,2018-09-19,Electronics,Mobiles,4,2780,15,9452.0,665.82,Kolkata,East
124,2016-05-06,Personal Care,Skincare,2,3106,15,5280.2,659.43,Mumbai,North
125,2020-01-25,Clothing,Men,1,3847,10,3462.3,485.3,Ahmedabad,West
126,2020-07-03,Personal Care,Haircare,4,1255,0,5020.0,584.47,Ahmedabad,South
127,2017-10-22,Clothing,Kids,1,1382,0,1382.0,125.92,Mumbai,West
128,2020-12-31,Electronics,Mobiles,4,586,5,2226.8,521.01,Pune,South
129,2017-02-21,Electronics,Appliances,3,3650,10,9855.0,557.49,Delhi,South
130,2019-04-18,Grocery,Staples,5,4430,10,19935.0,3517.59,Bangalore,North
131,2018-08-24,Personal Care,Skincare,1,3482,0,3482.0,562.21,Ahmedabad,East
132,2016-11-22,Personal Care,Skincare,1,1809,20,1447.2,187.36,Delhi,South
133,2016-02-01,Clothing,Women,5,3426,20,13704.0,1720.47,Kolkata,East
134,2018-02-07,Clothing,Women,3,3107,5,8854.95,1389.26,Mumbai,North
135,2020-07-25,Clothing,Kids,1,3385,20,2708.0,176.29,Delhi,East
136,2016-06-10,Electronics,Accessories,4,4114,15,13987.6,3048.71,Chennai,West
137,2018-01-28,Grocery,Snacks,3,2540,20,6096.0,1030.28,Mumbai,South
138,2018-12-10,Personal Care,Hygiene,1,3725,5,3538.75,746.9,Kolkata,North
139,2016-06-30,Clothing,Men,5,872,5,4142.0,217.87,Chennai,West
140,2020-07-05,Personal Care,Hygiene,5,964,15,4097.0,731.66,Pune,North
141,2017-12-09,Grocery,Staples,4,3644,5,13847.2,2977.45,Delhi,South
142,2018-03-15,Home & Kitchen,Furniture,1,3627,15,3082.95,240.54,Pune,North
143,2020-10-16,Clothing,Women,1,4003,10,3602.7,549.38,Mumbai,East
144,2019-07-28,Electronics,Mobiles,1,1351,10,1215.9,163.34,Pune,North
145,2017-09-01,Personal Care,Skincare,5,124,5,589.0,91.84,Pune,East
146,2016-02-03,Grocery,Beverages,1,4733,20,3786.4,197.65,Hyderabad,South
147,2017-10-07,Grocery,Staples,3,4313,5,12292.05,2090.92,Mumbai,West
148,2019-11-25,Electronics,Mobiles,2,3078,15,5232.6,1068.4,Ahmedabad,East
149,2019-10-18,Electronics,Accessories,1,2916,20,2332.8,398.05,Pune,West
150,2019-08-12,Personal Care,Hygiene,3,1186,10,3202.2,350.4,Delhi,North
151,2017-09-14,Electronics,Appliances,5,1835,15,7798.75,1231.96,Delhi,South
152,2018-08-15,Home & Kitchen,Decor,3,4510,10,12177.0,1422.87,Pune,North
153,2017-12-13,Personal Care,Skincare,1,1290,20,1032.0,193.69,Pune,West
154,2020-03-01,Clothing,Kids,5,4253,15,18075.25,4402.04,Ahmedabad,North
155,2020-06-24,Home & Kitchen,Decor,4,4140,0,16560.0,1281.14,Pune,West
156,2016-01-12,Grocery,Staples,3,4112,20,9868.8,1991.59,Hyderabad,North
157,2019-01-17,Grocery,Beverages,4,3776,10,13593.6,3364.87,Hyderabad,North
158,2017-02-04,Electronics,Appliances,2,3207,5,6093.3,685.93,Chennai,West
159,2017-11-18,Grocery,Staples,2,876,20,1401.6,203.01,Ahmedabad,East
160,2020-01-06,Clothing,Women,2,664,0,1328.0,239.08,Kolkata,South
161,2019-01-26,Home & Kitchen,Furniture,3,3033,5,8644.05,1685.19,Bangalore,South
162,2019-10-04,Grocery,Dairy,1,2819,0,2819.0,640.46,Pune,East
163,2018-01-08,Electronics,Appliances,2,595,10,1071.0,240.91,Hyderabad,North
164,2018-11-28,Clothing,Kids,4,4174,0,16696.0,2176.93,Hyderabad,East
165,2020-01-03,Grocery,Dairy,4,1312,0,5248.0,1068.78,Mumbai,South
166,2017-07-30,Home & Kitchen,Furniture,1,2100,20,1680.0,203.15,Ahmedabad,North
167,2016-10-19,Home & Kitchen,Cookware,1,481,0,481.0,111.62,Chennai,West
168,2019-09-29,Grocery,Snacks,4,2284,5,8679.2,1819.14,Hyderabad,South
169,2018-03-17,Home & Kitchen,Cookware,3,1918,5,5466.3,455.93,Bangalore,East
170,2020-05-17,Clothing,Men,5,3614,5,17166.5,1019.5,Mumbai,North
171,2017-05-20,Grocery,Snacks,3,3895,20,9348.0,575.54,Chennai,South
172,2019-01-27,Grocery,Snacks,4,1963,0,7852.0,665.69,Pune,South
173,2016-03-02,Electronics,Accessories,1,52,10,46.8,4.44,Kolkata,West
174,2017-08-02,Grocery,Snacks,5,3731,10,16789.5,3785.9,Delhi,South
175,2020-07-30,Home & Kitchen,Furniture,3,1405,5,4004.25,848.51,Kolkata,West
176,2018-08-12,Personal Care,Hygiene,2,1033,15,1756.1,218.7,Kolkata,South
177,2018-07-02,Personal Care,Haircare,5,3437,20,13748.0,3146.86,Hyderabad,West
178,2016-08-11,Electronics,Mobiles,5,2212,5,10507.0,1725.92,Kolkata,North
179,2020-11-07,Clothing,Men,1,1335,10,1201.5,268.69,Bangalore,West
180,2018-03-26,Clothing,Kids,1,412,20,329.6,62.46,Pune,East
181,2017-11-30,Clothing,Women,5,606,5,2878.5,411.9,Chennai,South
182,2017-11-02,Electronics,Accessories,3,3558,5,10140.3,2165.9,Ahmedabad,West
183,2019-06-01,Personal Care,Hygiene,5,3167,10,14251.5,3509.25,Mumbai,East
184,2017-11-05,Electronics,Mobiles,3,3576,5,10191.6,1390.63,Pune,South
185,2019-05-30,Home & Kitchen,Decor,5,327,15,1389.75,117.78,Bangalore,North
186,2016-07-10,Home & Kitchen,Decor,1,967,0,967.0,160.94,Mumbai,North
187,2016-07-28,Electronics,Appliances,2,4849,20,7758.4,1079.9,Delhi,South
188,2017-04-04,Home & Kitchen,Furniture,5,956,0,4780.0,548.37,Chennai,East
189,2017-07-23,Clothing,Kids,2,3603,5,6845.7,1707.49,Mumbai,South
190,2016-02-08,Personal Care,Skincare,5,2254,10,10143.0,955.0,Pune,South
191,2020-01-22,Home & Kitchen,Cookware,3,3828,0,11484.0,2786.56,Kolkata,East
192,2016-10-29,Personal Care,Skincare,5,4076,15,17323.0,2243.66,Mumbai,West
193,2019-07-04,Clothing,Kids,2,4013,5,7624.7,706.21,Kolkata,West
194,2020-03-27,Grocery,Dairy,2,2305,10,4149.0,1010.86,Ahmedabad,West
195,2019-08-25,Grocery,Snacks,3,3683,15,9391.65,503.13,Hyderabad,East
196,2020-04-08,Home & Kitchen,Furniture,4,4523,10,16282.8,1418.1,Chennai,West
197,2019-06-13,Grocery,Beverages,4,1813,0,7252.0,653.44,Mumbai,East
198,2017-01-20,Personal Care,Skincare,3,3838,0,11514.0,602.46,Pune,North
199,2020-02-27,Electronics,Accessories,3,778,0,2334.0,561.4,Mumbai,East
200,2020-09-10,Clothing,Women,1,2498,15,2123.3,525.16,Kolkata,South
201,2017-12-14,Home & Kitchen,Furniture,2,51,0,102.0,6.89,Hyderabad,North
202,2016-04-25,Grocery,Snacks,2,967,5,1837.3,451.04,Pune,North
203,2016-05-22,Electronics,Accessories,2,155,15,263.5,18.69,Delhi,West
204,2016-01-09,Clothing,Kids,1,2320,0,2320.0,445.0,Kolkata,East
205,2019-01-12,Electronics,Accessories,3,2480,10,6696.0,1533.14,Bangalore,North
206,2017-02-13,Electronics,Accessories,3,4954,15,12632.7,2480.03,Delhi,North
207,2020-03-27,Home & Kitchen,Decor,5,1610,20,6440.0,1115.08,Delhi,South
208,2020-10-22,Home & Kitchen,Furniture,5,4840,10,21780.0,1793.25,Ahmedabad,North
209,2017-07-02,Clothing,Women,1,1132,10,1018.8,67.55,Delhi,South
210,2019-05-15,Personal Care,Skincare,1,952,15,809.2,68.65,Hyderabad,South
211,2016-01-24,Electronics,Mobiles,4,4661,15,15847.4,1968.37,Bangalore,East
212,2018-08-04,Electronics,Mobiles,1,1323,20,1058.4,136.64,Bangalore,North
213,2016-10-21,Electronics,Accessories,2,4900,10,8820.0,941.72,Hyderabad,East
214,2017-06-13,Clothing,Men,5,3008,0,15040.0,1147.76,Kolkata,East
215,2016-11-29,Electronics,Accessories,2,424,20,678.4,149.84,Hyderabad,West
216,2020-07-04,Home & Kitchen,Furniture,1,3205,5,3044.75,210.25,Mumbai,South
217,2016-01-28,Grocery,Snacks,2,1302,20,2083.2,239.65,Kolkata,East
218,2018-07-07,Home & Kitchen,Furniture,3,3131,10,8453.7,1170.03,Kolkata,North
219,2018-04-23,Personal Care,Haircare,1,1330,20,1064.0,106.13,Delhi,East
220,2017-07-29,Grocery,Snacks,4,1357,0,5428.0,928.77,Chennai,West
221,2016-10-31,Home & Kitchen,Furniture,1,1705,15,1449.25,201.84,Chennai,South
222,2018-08-14,Home & Kitchen,Decor,4,4003,5,15211.4,1134.68,Hyderabad,East
223,2018-10-21,Electronics,Mobiles,3,4343,20,10423.2,2467.95,Hyderabad,West
224,2019-05-14,Grocery,Staples,4,4635,15,15759.0,3897.61,Kolkata,South
225,2016-08-04,Clothing,Women,2,3918,0,7836.0,1300.95,Kolkata,South
226,2018-07-07,Clothing,Women,4,3973,20,12713.6,1000.67,Pune,North
227,2018-10-28,Home & Kitchen,Decor,2,1414,0,2828.0,554.76,Hyderabad,East
228,2016-03-26,Personal Care,Hygiene,2,2524,5,4795.6,256.58,Pune,West
229,2018-01-13,Electronics,Appliances,1,4733,10,4259.7,1006.1,Ahmedabad,East
230,2019-03-16,Grocery,Snacks,5,1377,20,5508.0,911.23,Ahmedabad,East
231,2017-12-04,Electronics,Accessories,1,3282,0,3282.0,816.13,Hyderabad,West
232,2019-03-28,Personal Care,Skincare,1,1397,5,1327.15,173.63,Ahmedabad,East
233,2020-02-14,Clothing,Women,2,1050,10,1890.0,422.94,Mumbai,East
234,2020-08-05,Grocery,Snacks,1,3197,5,3037.15,392.5,Hyderabad,South
235,2020-02-05,Home & Kitchen,Furniture,1,4450,0,4450.0,618.03,Ahmedabad,North
236,2018-08-25,Clothing,Kids,2,1011,0,2022.0,254.69,Pune,East
237,2017-09-20,Electronics,Accessories,5,1227,0,6135.0,773.25,Pune,East
238,2019-08-16,Personal Care,Hygiene,4,2880,10,10368.0,2104.46,Ahmedabad,North
239,2017-03-02,Electronics,Appliances,5,70,10,315.0,16.23,Chennai,West
240,2018-03-03,Home & Kitchen,Decor,4,764,10,2750.4,170.67,Hyderabad,West
241,2019-09-19,Clothing,Women,5,1013,20,4052.0,433.46,Delhi,West
242,2020-07-29,Home & Kitchen,Decor,2,1731,5,3288.9,343.77,Bangalore,North
243,2020-01-22,Grocery,Beverages,4,3704,0,14816.0,2421.86,Pune,East
244,2020-12-03,Home & Kitchen,Cookware,1,1758,5,1670.1,121.02,Hyderabad,South
245,2019-05-28,Personal Care,Haircare,1,3147,0,3147.0,564.32,Kolkata,North
246,2017-11-12,Grocery,Snacks,1,3275,10,2947.5,607.49,Pune,East
247,2019-05-10,Clothing,Kids,1,195,10,175.5,30.67,Mumbai,South
248,2017-11-17,Electronics,Mobiles,1,532,15,452.2,100.64,Chennai,West
249,2019-12-26,Grocery,Beverages,5,2516,15,10693.0,975.6,Delhi,North
250,2019-01-05,Grocery,Beverages,5,490,0,2450.0,606.51,Delhi,South
251,2020-04-26,Personal Care,Haircare,5,4058,0,20290.0,1078.7,Kolkata,East
252,2019-01-30,Clothing,Women,2,1240,20,1984.0,130.71,Kolkata,West
253,2016-03-13,Grocery,Dairy,1,1964,0,1964.0,340.62,Hyderabad,West
254,2018-08-13,Home & Kitchen,Cookware,5,2525,10,11362.5,2022.91,Kolkata,North
255,2018-10-10,Electronics,Appliances,4,2478,5,9416.4,1097.96,Ahmedabad,North
256,2017-09-05,Home & Kitchen,Cookware,1,3924,5,3727.8,519.17,Bangalore,East
257,2020-04-20,Home & Kitchen,Cookware,5,1918,20,7672.0,1442.34,Mumbai,South
258,2017-10-31,Electronics,Accessories,1,2152,15,1829.2,218.62,Bangalore,East
259,2020-08-06,Home & Kitchen,Decor,5,4493,10,20218.5,1627.25,Hyderabad,East
260,2020-07-14,Home & Kitchen,Furniture,5,4087,5,19413.25,4029.81,Kolkata,West
261,2020-03-03,Personal Care,Haircare,2,2606,15,4430.2,490.09,Pune,West
262,2016-12-06,Electronics,Mobiles,2,2546,10,4582.8,985.56,Ahmedabad,South
263,2016-11-06,Electronics,Accessories,3,455,10,1228.5,202.6,Bangalore,West
264,2016-01-12,Home & Kitchen,Cookware,1,4187,5,3977.65,698.44,Ahmedabad,East
265,2020-01-25,Electronics,Accessories,3,3969,15,10120.95,2163.32,Chennai,West
266,2018-05-08,Clothing,Women,2,3028,5,5753.2,1389.19,Pune,East
267,2018-03-03,Electronics,Mobiles,5,4309,0,21545.0,3689.59,Ahmedabad,North
268,2017-04-27,Personal Care,Hygiene,1,1098,20,878.4,108.49,Kolkata,West
269,2019-01-07,Electronics,Mobiles,4,4273,15,14528.2,1632.44,Ahmedabad,East
270,2017-03-22,Electronics,Mobiles,5,4188,5,19893.0,3581.54,Delhi,South
271,2020-01-30,Clothing,Men,2,4787,10,8616.6,1730.65,Chennai,East
272,2016-03-23,Grocery,Staples,1,4294,0,4294.0,886.88,Ahmedabad,South
273,2019-07-07,Home & Kitchen,Furniture,4,1688,0,6752.0,651.76,Bangalore,East
274,2019-06-08,Personal Care,Haircare,2,1558,15,2648.6,346.86,Kolkata,West
275,2016-06-03,Clothing,Kids,4,3079,20,9852.8,1255.4,Hyderabad,North
276,2020-10-20,Electronics,Accessories,5,2343,20,9372.0,1893.69,Pune,East
277,2018-11-02,Personal Care,Skincare,5,2059,5,9780.25,1719.95,Hyderabad,North
278,2017-11-02,Personal Care,Skincare,4,514,10,1850.4,190.91,Delhi,South
279,2017-09-20,Personal Care,Hygiene,2,2607,15,4431.9,988.01,Kolkata,East
280,2020-11-03,Electronics,Appliances,5,1509,20,6036.0,856.44,Hyderabad,North
281,2016-04-14,Personal Care,Skincare,1,3241,0,3241.0,773.19,Pune,East
282,2018-10-30,Personal Care,Skincare,2,3947,15,6709.9,1383.81,Bangalore,South
283,2017-12-26,Electronics,Appliances,1,128,0,128.0,8.11,Kolkata,West
284,2019-12-10,Clothing,Men,4,2198,20,7033.6,405.17,Chennai,South
285,2019-12-29,Grocery,Snacks,3,2761,0,8283.0,1998.69,Hyderabad,East
286,2016-12-31,Electronics,Appliances,4,1724,15,5861.6,1201.22,Chennai,South
287,2020-02-23,Home & Kitchen,Decor,2,822,5,1561.8,84.63,Kolkata,East
288,2019-05-31,Home & Kitchen,Furniture,1,2426,5,2304.7,422.84,Delhi,West
289,2018-04-15,Home & Kitchen,Cookware,1,2266,0,2266.0,353.63,Ahmedabad,South
290,2016-05-28,Electronics,Accessories,4,701,10,2523.6,620.79,Ahmedabad,West
291,2019-08-04,Personal Care,Hygiene,4,572,5,2173.6,255.73,Kolkata,North
292,2017-05-02,Grocery,Snacks,3,4991,15,12727.05,1625.63,Pune,North
293,2020-10-14,Home & Kitchen,Cookware,4,3409,10,12272.4,2790.56,Kolkata,West
294,2020-04-16,Clothing,Women,1,4925,0,4925.0,782.11,Hyderabad,West
295,2016-10-28,Personal Care,Haircare,4,1809,10,6512.4,742.49,Ahmedabad,South
296,2018-05-09,Grocery,Beverages,5,3587,5,17038.25,1300.8,Chennai,East
297,2020-06-18,Clothing,Women,3,4233,15,10794.15,2121.7,Delhi,West
298,2017-11-26,Personal Care,Skincare,3,752,10,2030.4,163.07,Ahmedabad,South
299,2019-07-28,Home & Kitchen,Decor,5,411,5,1952.25,101.26,Mumbai,East
300,2017-03-24,Personal Care,Hygiene,4,1905,5,7239.0,1313.97,Mumbai,North
301,2016-08-18,Personal Care,Haircare,3,972,5,2770.2,335.41,Hyderabad,West
302,2016-08-21,Home & Kitchen,Cookware,2,363,15,617.1,122.89,Ahmedabad,West
303,2019-11-01,Electronics,Mobiles,4,2684,10,9662.4,2110.21,Ahmedabad,East
304,2017-11-28,Clothing,Men,4,1454,15,4943.6,961.11,Kolkata,North
305,2020-10-31,Clothing,Women,5,4967,20,19868.0,1108.92,Ahmedabad,East
306,2018-07-29,Home & Kitchen,Furniture,4,2370,15,8058.0,1224.99,Delhi,East
307,2018-12-14,Personal Care,Haircare,4,2997,5,11388.6,1934.62,Delhi,South
308,2019-09-04,Home & Kitchen,Decor,3,4551,20,10922.4,2175.58,Pune,North
309,2018-05-17,Personal Care,Hygiene,3,481,20,1154.4,91.76,Chennai,West
310,2018-04-10,Grocery,Beverages,4,1186,10,4269.6,897.78,Chennai,South
311,2019-02-15,Grocery,Dairy,5,4306,0,21530.0,3821.8,Bangalore,East
312,2020-09-29,Clothing,Kids,4,124,0,496.0,119.07,Hyderabad,West
313,2016-05-17,Home & Kitchen,Furniture,2,3746,20,5993.6,1135.99,Delhi,West
314,2019-12-20,Clothing,Men,3,4726,20,11342.4,1614.55,Bangalore,West
315,2017-12-04,Personal Care,Haircare,5,2453,5,11651.75,770.42,Chennai,South
316,2017-10-02,Electronics,Appliances,1,2709,0,2709.0,221.55,Bangalore,East
